instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weathersit_name,weekday_name,year_month
12469,2012-06-08,2,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194,114,679,793,Musim Panas,Cerah,Jumat,2012-06
12470,2012-06-08,2,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239,147,576,723,Musim Panas,Cerah,Jumat,2012-06
12471,2012-06-08,2,1,6,19,0,5,1,1,0.74,0.6515,0.3,0.2239,95,460,555,Musim Panas,Cerah,Jumat,2012-06
12472,2012-06-08,2,1,6,20,0,5,1,1,0.72,0.6515,0.32,0.1343,117,291,408,Musim Panas,Cerah,Jumat,2012-06
12473,2012-06-08,2,1,6,21,0,5,1,1,0.7,0.6364,0.37,0.1343,83,256,339,Musim Panas,Cerah,Jumat,2012-06
12474,2012-06-08,2,1,6,22,0,5,1,1,0.68,0.6364,0.41,0.1045,61,230,291,Musim Panas,Cerah,Jumat,2012-06
12475,2012-06-08,2,1,6,23,0,5,1,1,0.64,0.6212,0.57,0.1642,52,163,215,Musim Panas,Cerah,Jumat,2012-06
12476,2012-06-09,2,1,6,0,0,6,0,1,0.64,0.6212,0.53,0.1045,54,152,206,Musim Panas,Cerah,Sabtu,2012-06
12477,2012-06-09,2,1,6,1,0,6,0,1,0.64,0.6212,0.53,0.0896,34,89,123,Musim Panas,Cerah,Sabtu,2012-06
12478,2012-06-09,2,1,6,2,0,6,0,1,0.64,0.6212,0.5,0.2239,21,68,89,Musim Panas,Cerah,Sabtu,2012-06
12479,2012-06-09,2,1,6,3,0,6,0,1,0.62,0.6212,0.57,0.0,12,28,40,Musim Panas,Cerah,Sabtu,2012-06
12480,2012-06-09,2,1,6,4,0,6,0,1,0.62,0.6212,0.57,0.0,2,6,8,Musim Panas,Cerah,Sabtu,2012-06
12481,2012-06-09,2,1,6,5,0,6,0,1,0.6,0.6212,0.56,0.1045,4,15,19,Musim Panas,Cerah,Sabtu,2012-06
12482,2012-06-09,2,1,6,6,0,6,0,1,0.56,0.5303,0.64,0.1045,17,63,80,Musim Panas,Cerah,Sabtu,2012-06
12483,2012-06-09,2,1,6,7,0,6,0,1,0.58,0.5455,0.64,0.1045,26,61,87,Musim Panas,Cerah,Sabtu,2012-06
12484,2012-06-09,2,1,6,8,0,6,0,1,0.62,0.6061,0.61,0.1045,42,202,244,Musim Panas,Cerah,Sabtu,2012-06
12485,2012-06-09,2,1,6,9,0,6,0,1,0.64,0.6212,0.57,0.1642,99,241,340,Musim Panas,Cerah,Sabtu,2012-06
12486,2012-06-09,2,1,6,10,0,6,0,1,0.7,0.6515,0.51,0.1045,168,298,466,Musim Panas,Cerah,Sabtu,2012-06
12487,2012-06-09,2,1,6,11,0,6,0,1,0.76,0.6667,0.35,0.0,218,351,569,Musim Panas,Cerah,Sabtu,2012-06
12488,2012-06-09,2,1,6,12,0,6,0,1,0.8,0.697,0.29,0.2537,196,335,531,Musim Panas,Cerah,Sabtu,2012-06
12489,2012-06-09,2,1,6,13,0,6,0,1,0.82,0.697,0.24,0.2836,236,349,585,Musim Panas,Cerah,Sabtu,2012-06
12490,2012-06-09,2,1,6,14,0,6,0,1,0.82,0.697,0.23,0.194,239,354,593,Musim Panas,Cerah,Sabtu,2012-06
12491,2012-06-09,2,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,218,337,555,Musim Panas,Cerah,Sabtu,2012-06
12492,2012-06-09,2,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194,219,315,534,Musim Panas,Cerah,Sabtu,2012-06
12493,2012-06-09,2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0,238,257,495,Musim Panas,Cerah,Sabtu,2012-06
12494,2012-06-09,2,1,6,18,0,6,0,1,0.82,0.697,0.24,0.2239,175,276,451,Musim Panas,Cerah,Sabtu,2012-06
12495,2012-06-09,2,1,6,19,0,6,0,1,0.8,0.697,0.29,0.1642,128,232,360,Musim Panas,Cerah,Sabtu,2012-06
12496,2012-06-09,2,1,6,20,0,6,0,1,0.76,0.6667,0.35,0.2239,125,238,363,Musim Panas,Cerah,Sabtu,2012-06
12497,2012-06-09,2,1,6,21,0,6,0,1,0.74,0.6515,0.4,0.194,105,211,316,Musim Panas,Cerah,Sabtu,2012-06
12498,2012-06-09,2,1,6,22,0,6,0,1,0.7,0.6515,0.58,0.1642,63,151,214,Musim Panas,Cerah,Sabtu,2012-06
12499,2012-06-09,2,1,6,23,0,6,0,1,0.68,0.6364,0.61,0.1642,69,161,230,Musim Panas,Cerah,Sabtu,2012-06
12500,2012-06-10,2,1,6,0,0,0,0,1,0.66,0.6212,0.69,0.1045,33,125,158,Musim Panas,Cerah,Minggu,2012-06
12501,2012-06-10,2,1,6,1,0,0,0,1,0.64,0.6061,0.73,0.1343,32,84,116,Musim Panas,Cerah,Minggu,2012-06
12502,2012-06-10,2,1,6,2,0,0,0,1,0.64,0.6061,0.69,0.1343,17,56,73,Musim Panas,Cerah,Minggu,2012-06
12503,2012-06-10,2,1,6,3,0,0,0,1,0.64,0.6061,0.73,0.1045,6,23,29,Musim Panas,Cerah,Minggu,2012-06
12504,2012-06-10,2,1,6,4,0,0,0,1,0.62,0.5909,0.78,0.0896,1,9,10,Musim Panas,Cerah,Minggu,2012-06
12505,2012-06-10,2,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.0896,3,10,13,Musim Panas,Cerah,Minggu,2012-06
12506,2012-06-10,2,1,6,6,0,0,0,1,0.62,0.5909,0.73,0.0,3,27,30,Musim Panas,Cerah,Minggu,2012-06
12507,2012-06-10,2,1,6,7,0,0,0,1,0.6,0.5758,0.78,0.1045,21,41,62,Musim Panas,Cerah,Minggu,2012-06
12508,2012-06-10,2,1,6,8,0,0,0,1,0.64,0.6061,0.73,0.0896,59,122,181,Musim Panas,Cerah,Minggu,2012-06
12509,2012-06-10,2,1,6,9,0,0,0,1,0.7,0.6515,0.58,0.0,91,175,266,Musim Panas,Cerah,Minggu,2012-06
12510,2012-06-10,2,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.1045,148,265,413,Musim Panas,Cerah,Minggu,2012-06
12511,2012-06-10,2,1,6,11,0,0,0,1,0.76,0.6818,0.45,0.0896,184,315,499,Musim Panas,Cerah,Minggu,2012-06
12512,2012-06-10,2,1,6,12,0,0,0,1,0.82,0.7121,0.3,0.0,173,329,502,Musim Panas,Cerah,Minggu,2012-06
12513,2012-06-10,2,1,6,13,0,0,0,1,0.84,0.7273,0.28,0.1343,204,288,492,Musim Panas,Cerah,Minggu,2012-06
12514,2012-06-10,2,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.1343,186,314,500,Musim Panas,Cerah,Minggu,2012-06
12515,2012-06-10,2,1,6,15,0,0,0,1,0.84,0.7273,0.3,0.2239,159,316,475,Musim Panas,Cerah,Minggu,2012-06
12516,2012-06-10,2,1,6,16,0,0,0,1,0.84,0.7424,0.36,0.2836,173,335,508,Musim Panas,Cerah,Minggu,2012-06
12517,2012-06-10,2,1,6,17,0,0,0,1,0.82,0.7424,0.41,0.2836,184,337,521,Musim Panas,Cerah,Minggu,2012-06
12518,2012-06-10,2,1,6,18,0,0,0,1,0.82,0.7273,0.38,0.2239,164,326,490,Musim Panas,Cerah,Minggu,2012-06
12519,2012-06-10,2,1,6,19,0,0,0,1,0.82,0.7121,0.28,0.2836,115,260,375,Musim Panas,Cerah,Minggu,2012-06
12520,2012-06-10,2,1,6,20,0,0,0,1,0.76,0.6818,0.48,0.1642,113,250,363,Musim Panas,Cerah,Minggu,2012-06
12521,2012-06-10,2,1,6,21,0,0,0,1,0.72,0.6818,0.62,0.1642,83,170,253,Musim Panas,Cerah,Minggu,2012-06
12522,2012-06-10,2,1,6,22,0,0,0,1,0.7,0.6515,0.65,0.1642,42,117,159,Musim Panas,Cerah,Minggu,2012-06
12523,2012-06-10,2,1,6,23,0,0,0,1,0.72,0.6667,0.58,0.1045,30,80,110,Musim Panas,Cerah,Minggu,2012-06
12524,2012-06-11,2,1,6,0,0,1,1,1,0.7,0.6515,0.65,0.1045,8,33,41,Musim Panas,Cerah,Senin,2012-06
12525,2012-06-11,2,1,6,1,0,1,1,1,0.66,0.6212,0.74,0.1642,9,15,24,Musim Panas,Cerah,Senin,2012-06
12526,2012-06-11,2,1,6,2,0,1,1,1,0.66,0.6212,0.74,0.1045,5,12,17,Musim Panas,Cerah,Senin,2012-06
12527,2012-06-11,2,1,6,3,0,1,1,1,0.64,0.5909,0.78,0.1045,2,4,6,Musim Panas,Cerah,Senin,2012-06
12528,2012-06-11,2,1,6,4,0,1,1,1,0.64,0.5909,0.78,0.1343,0,7,7,Musim Panas,Cerah,Senin,2012-06
12529,2012-06-11,2,1,6,5,0,1,1,1,0.64,0.5909,0.78,0.1343,1,36,37,Musim Panas,Cerah,Senin,2012-06
12530,2012-06-11,2,1,6,6,0,1,1,1,0.62,0.5758,0.83,0.1045,8,136,144,Musim Panas,Cerah,Senin,2012-06
12531,2012-06-11,2,1,6,7,0,1,1,1,0.64,0.5909,0.78,0.1045,25,478,503,Musim Panas,Cerah,Senin,2012-06
12532,2012-06-11,2,1,6,8,0,1,1,1,0.66,0.6212,0.74,0.1343,38,613,651,Musim Panas,Cerah,Senin,2012-06
12533,2012-06-11,2,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.1343,57,259,316,Musim Panas,Cerah,Senin,2012-06
12534,2012-06-11,2,1,6,10,0,1,1,1,0.72,0.6818,0.62,0.1642,52,95,147,Musim Panas,Cerah,Senin,2012-06
12535,2012-06-11,2,1,6,11,0,1,1,2,0.76,0.6818,0.48,0.2239,59,143,202,Musim Panas,Berkabut,Senin,2012-06
12536,2012-06-11,2,1,6,12,0,1,1,2,0.8,0.7273,0.43,0.194,63,198,261,Musim Panas,Berkabut,Senin,2012-06
12537,2012-06-11,2,1,6,13,0,1,1,2,0.8,0.7121,0.41,0.2985,63,185,248,Musim Panas,Berkabut,Senin,2012-06
12538,2012-06-11,2,1,6,14,0,1,1,2,0.82,0.7273,0.34,0.2836,66,193,259,Musim Panas,Berkabut,Senin,2012-06
12539,2012-06-11,2,1,6,15,0,1,1,1,0.8,0.7121,0.41,0.3582,72,187,259,Musim Panas,Cerah,Senin,2012-06
12540,2012-06-11,2,1,6,16,0,1,1,2,0.8,0.7121,0.41,0.4179,87,340,427,Musim Panas,Berkabut,Senin,2012-06
12541,2012-06-11,2,1,6,17,0,1,1,2,0.8,0.7121,0.41,0.3582,85,715,800,Musim Panas,Berkabut,Senin,2012-06
12542,2012-06-11,2,1,6,18,0,1,1,2,0.8,0.7273,0.43,0.2985,105,726,831,Musim Panas,Berkabut,Senin,2012-06
12543,2012-06-11,2,1,6,19,0,1,1,2,0.76,0.6818,0.48,0.3284,89,507,596,Musim Panas,Berkabut,Senin,2012-06
12544,2012-06-11,2,1,6,20,0,1,1,2,0.74,0.6667,0.48,0.2239,61,333,394,Musim Panas,Berkabut,Senin,2012-06
12545,2012-06-11,2,1,6,21,0,1,1,2,0.72,0.6667,0.58,0.194,32,218,250,Musim Panas,Berkabut,Senin,2012-06
12546,2012-06-11,2,1,6,22,0,1,1,2,0.72,0.6667,0.58,0.194,22,142,164,Musim Panas,Berkabut,Senin,2012-06
12547,2012-06-11,2,1,6,23,0,1,1,2,0.7,0.6515,0.58,0.2239,8,72,80,Musim Panas,Berkabut,Senin,2012-06
12548,2012-06-12,2,1,6,0,0,2,1,2,0.7,0.6515,0.58,0.2239,2,26,28,Musim Panas,Berkabut,Selasa,2012-06
12549,2012-06-12,2,1,6,1,0,2,1,2,0.68,0.6364,0.65,0.1642,5,11,16,Musim Panas,Berkabut,Selasa,2012-06
12550,2012-06-12,2,1,6,2,0,2,1,2,0.68,0.6364,0.65,0.194,0,6,6,Musim Panas,Berkabut,Selasa,2012-06
12551,2012-06-12,2,1,6,3,0,2,1,2,0.66,0.6212,0.69,0.2537,3,9,12,Musim Panas,Berkabut,Selasa,2012-06
12552,2012-06-12,2,1,6,4,0,2,1,3,0.6,0.5455,0.88,0.1642,0,4,4,Musim Panas,Hujan/Salju Ringan,Selasa,2012-06
12553,2012-06-12,2,1,6,5,0,2,1,3,0.6,0.5455,0.88,0.1343,1,28,29,Musim Panas,Hujan/Salju Ringan,Selasa,2012-06
12554,2012-06-12,2,1,6,6,0,2,1,2,0.6,0.5455,0.88,0.1343,6,130,136,Musim Panas,Berkabut,Selasa,2012-06
12555,2012-06-12,2,1,6,7,0,2,1,3,0.62,0.5606,0.88,0.2537,16,287,303,Musim Panas,Hujan/Salju Ringan,Selasa,2012-06
12556,2012-06-12,2,1,6,8,0,2,1,2,0.62,0.5606,0.88,0.2239,15,598,613,Musim Panas,Berkabut,Selasa,2012-06
12557,2012-06-12,2,1,6,9,0,2,1,2,0.64,0.5758,0.89,0.2836,31,254,285,Musim Panas,Berkabut,Selasa,2012-06
12558,2012-06-12,2,1,6,10,0,2,1,3,0.64,0.5758,0.89,0.2836,29,96,125,Musim Panas,Hujan/Salju Ringan,Selasa,2012-06
12559,2012-06-12,2,1,6,11,0,2,1,3,0.66,0.6061,0.83,0.3582,8,57,65,Musim Panas,Hujan/Salju Ringan,Selasa,2012-06
12560,2012-06-12,2,1,6,12,0,2,1,3,0.66,0.6061,0.83,0.2537,19,76,95,Musim Panas,Hujan/Salju Ringan,Selasa,2012-06
12561,2012-06-12,2,1,6,13,0,2,1,3,0.66,0.6061,0.83,0.194,11,48,59,Musim Panas,Hujan/Salju Ringan,Selasa,2012-06
12562,2012-06-12,2,1,6,14,0,2,1,3,0.64,0.5758,0.89,0.2537,12,48,60,Musim Panas,Hujan/Salju Ringan,Selasa,2012-06
12563,2012-06-12,2,1,6,15,0,2,1,3,0.66,0.5909,0.89,0.194,22,94,116,Musim Panas,Hujan/Salju Ringan,Selasa,2012-06
12564,2012-06-12,2,1,6,16,0,2,1,2,0.66,0.5909,0.89,0.2836,30,209,239,Musim Panas,Berkabut,Selasa,2012-06
12565,2012-06-12,2,1,6,17,0,2,1,2,0.66,0.5909,0.89,0.2836,56,625,681,Musim Panas,Berkabut,Selasa,2012-06
12566,2012-06-12,2,1,6,18,0,2,1,1,0.68,0.6364,0.83,0.194,57,596,653,Musim Panas,Cerah,Selasa,2012-06
12567,2012-06-12,2,1,6,19,0,2,1,1,0.68,0.6364,0.83,0.194,47,444,491,Musim Panas,Cerah,Selasa,2012-06
12568,2012-06-12,2,1,6,20,0,2,1,1,0.68,0.6364,0.83,0.194,36,350,386,Musim Panas,Cerah,Selasa,2012-06
12569,2012-06-12,2,1,6,21,0,2,1,1,0.68,0.6364,0.83,0.1045,41,233,274,Musim Panas,Cerah,Selasa,2012-06
12570,2012-06-12,2,1,6,22,0,2,1,1,0.66,0.5909,0.94,0.1045,19,188,207,Musim Panas,Cerah,Selasa,2012-06
12571,2012-06-12,2,1,6,23,0,2,1,3,0.66,0.5909,0.94,0.2239,11,78,89,Musim Panas,Hujan/Salju Ringan,Selasa,2012-06
12572,2012-06-13,2,1,6,0,0,3,1,2,0.66,0.5909,0.94,0.194,7,27,34,Musim Panas,Berkabut,Rabu,2012-06
12573,2012-06-13,2,1,6,1,0,3,1,1,0.64,0.5909,0.78,0.0,7,21,28,Musim Panas,Cerah,Rabu,2012-06
12574,2012-06-13,2,1,6,2,0,3,1,1,0.62,0.5758,0.83,0.1343,0,4,4,Musim Panas,Cerah,Rabu,2012-06
12575,2012-06-13,2,1,6,3,0,3,1,1,0.62,0.5758,0.83,0.194,1,7,8,Musim Panas,Cerah,Rabu,2012-06
12576,2012-06-13,2,1,6,4,0,3,1,1,0.6,0.5606,0.83,0.1343,1,9,10,Musim Panas,Cerah,Rabu,2012-06
12577,2012-06-13,2,1,6,5,0,3,1,1,0.6,0.5606,0.83,0.194,2,38,40,Musim Panas,Cerah,Rabu,2012-06
12578,2012-06-13,2,1,6,6,0,3,1,1,0.6,0.5606,0.83,0.2239,6,188,194,Musim Panas,Cerah,Rabu,2012-06
12579,2012-06-13,2,1,6,7,0,3,1,1,0.6,0.5606,0.83,0.2985,25,480,505,Musim Panas,Cerah,Rabu,2012-06
12580,2012-06-13,2,1,6,8,0,3,1,2,0.62,0.5909,0.73,0.5224,41,672,713,Musim Panas,Berkabut,Rabu,2012-06
12581,2012-06-13,2,1,6,9,0,3,1,2,0.64,0.6061,0.69,0.5821,54,298,352,Musim Panas,Berkabut,Rabu,2012-06
12582,2012-06-13,2,1,6,10,0,3,1,2,0.64,0.6061,0.65,0.4179,64,134,198,Musim Panas,Berkabut,Rabu,2012-06
12583,2012-06-13,2,1,6,11,0,3,1,2,0.66,0.6212,0.54,0.4478,64,182,246,Musim Panas,Berkabut,Rabu,2012-06
12584,2012-06-13,2,1,6,12,0,3,1,2,0.68,0.6364,0.44,0.4179,93,241,334,Musim Panas,Berkabut,Rabu,2012-06
12585,2012-06-13,2,1,6,13,0,3,1,2,0.7,0.6364,0.45,0.3881,52,203,255,Musim Panas,Berkabut,Rabu,2012-06
12586,2012-06-13,2,1,6,14,0,3,1,2,0.72,0.6515,0.37,0.4179,98,222,320,Musim Panas,Berkabut,Rabu,2012-06
12587,2012-06-13,2,1,6,15,0,3,1,1,0.72,0.6515,0.32,0.4925,65,216,281,Musim Panas,Cerah,Rabu,2012-06
12588,2012-06-13,2,1,6,16,0,3,1,1,0.72,0.6515,0.3,0.4925,72,320,392,Musim Panas,Cerah,Rabu,2012-06
12589,2012-06-13,2,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,75,782,857,Musim Panas,Cerah,Rabu,2012-06
12590,2012-06-13,2,1,6,18,0,3,1,1,0.72,0.6515,0.32,0.4478,104,640,744,Musim Panas,Cerah,Rabu,2012-06
12591,2012-06-13,2,1,6,19,0,3,1,1,0.7,0.6364,0.34,0.3881,123,548,671,Musim Panas,Cerah,Rabu,2012-06
12592,2012-06-13,2,1,6,20,0,3,1,1,0.68,0.6364,0.36,0.4179,86,362,448,Musim Panas,Cerah,Rabu,2012-06
12593,2012-06-13,2,1,6,21,0,3,1,1,0.64,0.6212,0.44,0.3582,79,317,396,Musim Panas,Cerah,Rabu,2012-06
12594,2012-06-13,2,1,6,22,0,3,1,1,0.62,0.6212,0.5,0.2985,29,209,238,Musim Panas,Cerah,Rabu,2012-06
12595,2012-06-13,2,1,6,23,0,3,1,1,0.62,0.6212,0.5,0.2836,25,128,153,Musim Panas,Cerah,Rabu,2012-06
12596,2012-06-14,2,1,6,0,0,4,1,1,0.6,0.6212,0.53,0.2985,3,45,48,Musim Panas,Cerah,Kamis,2012-06
12597,2012-06-14,2,1,6,1,0,4,1,1,0.6,0.6212,0.56,0.2239,4,17,21,Musim Panas,Cerah,Kamis,2012-06
12598,2012-06-14,2,1,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,1,8,9,Musim Panas,Berkabut,Kamis,2012-06
12599,2012-06-14,2,1,6,3,0,4,1,2,0.62,0.6212,0.53,0.2836,1,4,5,Musim Panas,Berkabut,Kamis,2012-06
12600,2012-06-14,2,1,6,4,0,4,1,2,0.6,0.6212,0.56,0.2537,0,6,6,Musim Panas,Berkabut,Kamis,2012-06
12601,2012-06-14,2,1,6,5,0,4,1,2,0.6,0.6212,0.56,0.2537,0,40,40,Musim Panas,Berkabut,Kamis,2012-06
12602,2012-06-14,2,1,6,6,0,4,1,1,0.58,0.5455,0.6,0.2836,12,169,181,Musim Panas,Cerah,Kamis,2012-06
12603,2012-06-14,2,1,6,7,0,4,1,1,0.6,0.6061,0.6,0.2836,26,480,506,Musim Panas,Cerah,Kamis,2012-06
12604,2012-06-14,2,1,6,8,0,4,1,1,0.6,0.6061,0.64,0.3284,37,682,719,Musim Panas,Cerah,Kamis,2012-06
12605,2012-06-14,2,1,6,9,0,4,1,1,0.62,0.6061,0.61,0.2239,45,312,357,Musim Panas,Cerah,Kamis,2012-06
12606,2012-06-14,2,1,6,10,0,4,1,1,0.64,0.6061,0.65,0.4179,47,132,179,Musim Panas,Cerah,Kamis,2012-06
12607,2012-06-14,2,1,6,11,0,4,1,1,0.66,0.6212,0.57,0.2537,60,168,228,Musim Panas,Cerah,Kamis,2012-06
12608,2012-06-14,2,1,6,12,0,4,1,2,0.66,0.6212,0.61,0.2239,55,210,265,Musim Panas,Berkabut,Kamis,2012-06
12609,2012-06-14,2,1,6,13,0,4,1,1,0.68,0.6364,0.57,0.1642,71,213,284,Musim Panas,Cerah,Kamis,2012-06
12610,2012-06-14,2,1,6,14,0,4,1,1,0.7,0.6515,0.54,0.2836,84,214,298,Musim Panas,Cerah,Kamis,2012-06
12611,2012-06-14,2,1,6,15,0,4,1,1,0.74,0.6667,0.48,0.2985,111,213,324,Musim Panas,Cerah,Kamis,2012-06
12612,2012-06-14,2,1,6,16,0,4,1,1,0.72,0.6667,0.51,0.2836,70,368,438,Musim Panas,Cerah,Kamis,2012-06
12613,2012-06-14,2,1,6,17,0,4,1,1,0.72,0.6667,0.48,0.2239,117,750,867,Musim Panas,Cerah,Kamis,2012-06
12614,2012-06-14,2,1,6,18,0,4,1,1,0.74,0.6667,0.42,0.194,107,716,823,Musim Panas,Cerah,Kamis,2012-06
12615,2012-06-14,2,1,6,19,0,4,1,1,0.7,0.6515,0.48,0.2537,96,483,579,Musim Panas,Cerah,Kamis,2012-06
12616,2012-06-14,2,1,6,20,0,4,1,1,0.66,0.6212,0.65,0.2537,84,351,435,Musim Panas,Cerah,Kamis,2012-06
12617,2012-06-14,2,1,6,21,0,4,1,1,0.64,0.6061,0.65,0.1642,67,270,337,Musim Panas,Cerah,Kamis,2012-06
12618,2012-06-14,2,1,6,22,0,4,1,2,0.64,0.6061,0.65,0.2239,46,196,242,Musim Panas,Berkabut,Kamis,2012-06
12619,2012-06-14,2,1,6,23,0,4,1,2,0.62,0.6061,0.69,0.1642,36,136,172,Musim Panas,Berkabut,Kamis,2012-06
12620,2012-06-15,2,1,6,0,0,5,1,1,0.6,0.5909,0.73,0.1642,26,68,94,Musim Panas,Cerah,Jumat,2012-06
12621,2012-06-15,2,1,6,1,0,5,1,1,0.58,0.5455,0.78,0.194,9,42,51,Musim Panas,Cerah,Jumat,2012-06
12622,2012-06-15,2,1,6,2,0,5,1,1,0.56,0.5303,0.83,0.1045,0,15,15,Musim Panas,Cerah,Jumat,2012-06
12623,2012-06-15,2,1,6,3,0,5,1,1,0.56,0.5303,0.83,0.1642,2,3,5,Musim Panas,Cerah,Jumat,2012-06
12624,2012-06-15,2,1,6,4,0,5,1,1,0.56,0.5303,0.83,0.1642,1,13,14,Musim Panas,Cerah,Jumat,2012-06
12625,2012-06-15,2,1,6,5,0,5,1,1,0.54,0.5152,0.88,0.1045,2,31,33,Musim Panas,Cerah,Jumat,2012-06
12626,2012-06-15,2,1,6,6,0,5,1,1,0.54,0.5152,0.83,0.1343,9,142,151,Musim Panas,Cerah,Jumat,2012-06
12627,2012-06-15,2,1,6,7,0,5,1,1,0.56,0.5303,0.83,0.1642,17,413,430,Musim Panas,Cerah,Jumat,2012-06
12628,2012-06-15,2,1,6,8,0,5,1,1,0.6,0.5909,0.69,0.1642,44,609,653,Musim Panas,Cerah,Jumat,2012-06
12629,2012-06-15,2,1,6,9,0,5,1,1,0.62,0.6061,0.65,0.1642,58,308,366,Musim Panas,Cerah,Jumat,2012-06
12630,2012-06-15,2,1,6,10,0,5,1,1,0.64,0.6212,0.57,0.1642,56,160,216,Musim Panas,Cerah,Jumat,2012-06
12631,2012-06-15,2,1,6,11,0,5,1,1,0.66,0.6212,0.5,0.194,106,180,286,Musim Panas,Cerah,Jumat,2012-06
12632,2012-06-15,2,1,6,12,0,5,1,1,0.7,0.6364,0.45,0.1642,111,292,403,Musim Panas,Cerah,Jumat,2012-06
12633,2012-06-15,2,1,6,13,0,5,1,1,0.7,0.6364,0.42,0.2537,121,272,393,Musim Panas,Cerah,Jumat,2012-06
12634,2012-06-15,2,1,6,14,0,5,1,1,0.72,0.6515,0.39,0.194,121,255,376,Musim Panas,Cerah,Jumat,2012-06
12635,2012-06-15,2,1,6,15,0,5,1,1,0.72,0.6515,0.39,0.194,107,270,377,Musim Panas,Cerah,Jumat,2012-06
12636,2012-06-15,2,1,6,16,0,5,1,1,0.72,0.6515,0.37,0.194,132,426,558,Musim Panas,Cerah,Jumat,2012-06
12637,2012-06-15,2,1,6,17,0,5,1,1,0.74,0.6515,0.37,0.2836,125,698,823,Musim Panas,Cerah,Jumat,2012-06
12638,2012-06-15,2,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,121,572,693,Musim Panas,Cerah,Jumat,2012-06
12639,2012-06-15,2,1,6,19,0,5,1,1,0.7,0.6364,0.42,0.1642,98,369,467,Musim Panas,Cerah,Jumat,2012-06
12640,2012-06-15,2,1,6,20,0,5,1,1,0.68,0.6364,0.44,0.194,89,296,385,Musim Panas,Cerah,Jumat,2012-06
12641,2012-06-15,2,1,6,21,0,5,1,1,0.66,0.6212,0.5,0.1045,83,250,333,Musim Panas,Cerah,Jumat,2012-06
12642,2012-06-15,2,1,6,22,0,5,1,1,0.64,0.6212,0.53,0.1343,79,242,321,Musim Panas,Cerah,Jumat,2012-06
12643,2012-06-15,2,1,6,23,0,5,1,1,0.62,0.6212,0.53,0.2537,46,176,222,Musim Panas,Cerah,Jumat,2012-06
12644,2012-06-16,2,1,6,0,0,6,0,1,0.58,0.5455,0.56,0.1343,25,112,137,Musim Panas,Cerah,Sabtu,2012-06
12645,2012-06-16,2,1,6,1,0,6,0,1,0.56,0.5303,0.56,0.0,16,79,95,Musim Panas,Cerah,Sabtu,2012-06
12646,2012-06-16,2,1,6,2,0,6,0,1,0.58,0.5455,0.53,0.0,12,55,67,Musim Panas,Cerah,Sabtu,2012-06
12647,2012-06-16,2,1,6,3,0,6,0,1,0.56,0.5303,0.6,0.0896,8,19,27,Musim Panas,Cerah,Sabtu,2012-06
12648,2012-06-16,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.1343,3,5,8,Musim Panas,Cerah,Sabtu,2012-06
12649,2012-06-16,2,1,6,5,0,6,0,1,0.54,0.5152,0.68,0.1045,2,21,23,Musim Panas,Cerah,Sabtu,2012-06
12650,2012-06-16,2,1,6,6,0,6,0,1,0.54,0.5152,0.68,0.194,11,36,47,Musim Panas,Cerah,Sabtu,2012-06
12651,2012-06-16,2,1,6,7,0,6,0,1,0.54,0.5152,0.68,0.194,10,68,78,Musim Panas,Cerah,Sabtu,2012-06
12652,2012-06-16,2,1,6,8,0,6,0,1,0.58,0.5455,0.64,0.1642,47,157,204,Musim Panas,Cerah,Sabtu,2012-06
12653,2012-06-16,2,1,6,9,0,6,0,1,0.6,0.6061,0.6,0.0896,88,279,367,Musim Panas,Cerah,Sabtu,2012-06
12654,2012-06-16,2,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.194,139,296,435,Musim Panas,Cerah,Sabtu,2012-06
12655,2012-06-16,2,1,6,11,0,6,0,1,0.66,0.6212,0.39,0.1642,213,353,566,Musim Panas,Cerah,Sabtu,2012-06
12656,2012-06-16,2,1,6,12,0,6,0,1,0.68,0.6364,0.41,0.1045,254,349,603,Musim Panas,Cerah,Sabtu,2012-06
12657,2012-06-16,2,1,6,13,0,6,0,1,0.72,0.6515,0.34,0.1642,293,324,617,Musim Panas,Cerah,Sabtu,2012-06
12658,2012-06-16,2,1,6,14,0,6,0,1,0.72,0.6515,0.37,0.2239,264,309,573,Musim Panas,Cerah,Sabtu,2012-06
12659,2012-06-16,2,1,6,15,0,6,0,1,0.74,0.6515,0.35,0.2537,295,288,583,Musim Panas,Cerah,Sabtu,2012-06
12660,2012-06-16,2,1,6,16,0,6,0,2,0.72,0.6515,0.37,0.1045,238,304,542,Musim Panas,Berkabut,Sabtu,2012-06
